title,overview,release_date,Year,Month,Day,vote_average,vote_count,popularity,production_companies,runtime,budget,revenue,profit,ROI,genres,Action,Adventure,Science Fiction,Drama,Thriller,Comedy,Animation,Fantasy,Horror,Romance,Mystery,Documentary,Music,Western,Crime
Killer Elite,"Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey.",2011-09-22,2011,9,22,6.256,1949,23.431,"['Open Road Films', 'Current Entertainment', 'Omnilab Media', 'Ambience Entertainment', 'International Traders', 'Sighvatsson Films', 'Palomar Pictures', 'Film Victoria', 'Wales Creative IP Fund', 'Agora Films', 'Mascot Pictures Wales']",116,66,57,-8,-0.1,"['Action', 'Adventure', 'Thriller']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Jack and Jill,"Jack Sadelstein, a successful advertising executive in Los Angeles with a beautiful wife and kids, dreads one event each year: the Thanksgiving visit of his twin sister Jill. Jill's neediness and passive-aggressiveness is maddening to Jack, turning his normally tranquil life upside down.",2011-11-11,2011,11,11,4.352,1939,23.416,"['Broken Road Productions', 'Columbia Pictures', 'Happy Madison Productions']",91,79,149,70,0.9,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Rite,"Seminary student Michael Kovak reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth.",2011-01-28,2011,1,28,6.093,1927,15.523,"['New Line Cinema', 'Contrafilm', 'Mid Atlantic Films', 'Hungarian National Film Office', 'Rome Film Commission', 'Lazio Film Commission']",114,37,96,59,1.6,"['Drama', 'Thriller', 'Horror']",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Attack the Block,A teen gang in a South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion.,2011-05-12,2011,5,12,6.451,1896,16.396,"['UK Film Council', 'Film4 Productions', 'StudioCanal', 'Big Talk Productions', 'Stage 6 Films', 'Screen Gems']",88,14,3,-10,-0.7,"['Action', 'Comedy', 'Science Fiction']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Extremely Loud & Incredibly Close,"A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock.",2011-12-25,2011,12,25,6.971,1883,18.334,"['Paramount', 'Scott Rudin Productions', 'Warner Bros. Pictures']",129,40,55,15,0.4,['Drama'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hall Pass,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages, they grant the guys a 'hall pass'—one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life—and themselves—are completely and hilariously out of sync with reality.",2011-02-25,2011,2,25,5.659,1828,18.068,"['New Line Cinema', 'Conundrum Entertainment']",105,36,83,47,1.3,"['Comedy', 'Romance']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Gnomeo & Juliet,"A version of Shakespeare's play, set in the world of warring indoor and outdoor gnomes. Garden gnomes Gnomeo and Juliet have as many obstacles to overcome as their quasi namesakes when they are caught up in a feud between neighbors. But with plastic pink flamingos and lawnmower races in the mix, can this young couple find lasting happiness?",2011-01-13,2011,1,13,5.854,1812,18.483,"['Touchstone Pictures', 'Starz Animation', 'Rocket Pictures', 'Miramax', 'Mandate International']",84,36,189,153,4.3,"['Animation', 'Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fright Night,"A teenager suspects his new neighbour is a vampire. Unable to convince anyone, he tries to enlist the help of a self-proclaimed vampire hunter and magician.",2011-08-18,2011,8,18,6.219,1791,16.585,"['Gaeta / Rosenzweig Films', 'DreamWorks Pictures', 'Michael De Luca Productions', 'Reliance Entertainment']",106,30,41,11,0.4,"['Horror', 'Comedy']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Conan the Barbarian,"A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals, horrific monsters, and impossible odds, as Conan realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil.",2011-08-17,2011,8,17,5.306,1737,27.139,"['Dark Horse Entertainment', 'Nu Image', 'Paradox Entertainment', 'Nimar Studios', 'Cinema Vehicle Services', 'Millennium Media']",113,90,63,-26,-0.3,"['Adventure', 'Fantasy', 'Action']",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Drive Angry,"Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with a sexy, tough-as-nails waitress, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult.",2011-02-24,2011,2,24,5.475,1695,24.302,"['Summit Entertainment', 'Saturn Films', 'Nu Image', 'Michael De Luca Productions', 'Millennium Media']",105,50,40,-9,-0.2,"['Fantasy', 'Thriller', 'Action', 'Crime']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Margin Call,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,2011-02-11,2011,2,11,6.83,1592,21.505,"['Before the Door Pictures', 'Benaroya Pictures', 'Washington Square Films', 'Myriad Pictures', 'Untitled Entertainment']",107,3,19,16,4.6,"['Thriller', 'Drama']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Take Shelter,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself.",2011-09-30,2011,9,30,7.038,1583,13.616,"['Hydraulx', 'REI Capital', 'Grove Hill Productions', 'Strange Matter Films']",120,5,3,-1,-0.4,"['Thriller', 'Drama', 'Horror']",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
30 Minutes or Less,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...",2011-08-11,2011,8,11,5.745,1572,15.597,['Columbia Pictures'],83,28,40,12,0.4,"['Action', 'Adventure', 'Comedy']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Footloose,"Ren MacCormack is transplanted from Boston to the small southern town of Bomont where loud music and dancing are prohibited. Not one to bow to the status quo, Ren challenges the ban, revitalizing the town and falling in love with the minister’s troubled daughter Ariel in the process.",2011-10-06,2011,10,6,6.597,1558,22.334,"['Weston Pictures', 'Dylan Sellers Productions', 'Zadan / Meron Productions']",113,24,63,39,1.6,"['Drama', 'Music', 'Romance']",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Zookeeper,"Kindhearted Griffin Keyes is one of the best-loved caretakers at the Franklin Park Zoo, but since he is more comfortable with the animals than with females of his own species, his love life is lacking. When Griffin decides that the only way to get a girlfriend is to find a more-glamorous career, the animals panic. To keep him from leaving, they reveal their secret ability to talk and offer to teach him the rules of courtship, animal-style.",2011-07-06,2011,7,6,5.421,1518,18.143,"['Broken Road Productions', 'Zookeeper Productions', 'Hey Eddie', 'Happy Madison Productions', 'Metro-Goldwyn-Mayer']",102,80,169,89,1.1,"['Comedy', 'Romance', 'Family']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Blitz,A tough cop is dispatched to take down a serial killer who has been targeting police officers.,2011-05-20,2011,5,20,6.168,1510,24.143,"['Lipsync Productions', 'Kushner/Wyman Productions', 'Davis Films']",97,15,15,0,0.0,"['Crime', 'Action', 'Thriller']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Another Earth,"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.",2011-07-22,2011,7,22,6.708,1492,13.378,"['Artists Public Domain', 'Fox Searchlight Pictures']",92,0,1,1,18.4,"['Drama', 'Science Fiction']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Happy Feet Two,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right.",2011-11-17,2011,11,17,6.114,1472,23.912,"['Dr D Studios', 'Village Roadshow Entertainment', 'Kennedy Miller Productions', 'Warner Bros. Pictures', 'Animal Logic']",100,130,150,20,0.2,"['Animation', 'Comedy', 'Family']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
The Muppets,"When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet brother, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day.",2011-11-22,2011,11,22,6.673,1435,20.412,"['Walt Disney Pictures', 'The Muppets Studio']",103,45,165,120,2.7,"['Comedy', 'Music']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Darkest Hour,"In Moscow, five young people lead the charge against an alien race which has attacked Earth via our power supply.",2011-12-22,2011,12,22,5.283,1338,20.183,"['Regency Enterprises', 'Bazelevs Production', 'The Jacobson Company', 'New Regency Pictures', 'Summit Entertainment']",89,30,64,34,1.2,"['Horror', 'Action', 'Thriller', 'Science Fiction']",1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Killer Joe,A cop who moonlights as a hit man agrees to kill the hated mother of a desperate drug dealer in exchange for a tumble with the young man's virginal sister.,2011-09-10,2011,9,10,6.519,1284,19.716,"['ANA Media', 'Picture Perfect (I)', 'Worldview Entertainment', 'Voltage Pictures']",102,10,4,-5,-0.5,"['Crime', 'Comedy', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Dream House,"Publisher Will Atenton quits a lucrative job in New York to relocate his wife, Libby, and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.",2011-09-29,2011,9,29,6.142,1274,22.649,"['Cliffjack Motion Pictures', 'Morgan Creek']",84,50,38,-11,-0.2,"['Mystery', 'Drama', 'Thriller']",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Haywire,A black ops soldier seeks payback after she is betrayed and left for dead.,2011-11-01,2011,11,1,5.69,1247,16.519,"['Relativity Media', 'Fís Éireann/Screen Ireland', 'Mandate International']",93,23,33,10,0.5,"['Action', 'Drama', 'Thriller']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Your Highness,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",2011-04-08,2011,4,8,5.3,1219,16.666,"['Universal Pictures', 'Stuber Productions']",102,49,28,-21,-0.4,"['Comedy', 'Fantasy', 'Adventure', 'Action']",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
My Week with Marilyn,"London, 1956. Genius actor and film director Laurence Olivier is about to begin the shooting of his upcoming movie, premiered in 1957 as The Prince and the Showgirl, starring Marilyn Monroe. Young Colin Clark, who dreams on having a career in movie business, manages to get a job on the set as third assistant director.",2011-11-23,2011,11,23,6.686,1209,11.89,"['The Weinstein Company', 'BBC Film', 'Trademark Films', 'Lipsync Productions']",99,6,35,28,4.5,"['Drama', 'Romance']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Larry Crowne,"When he suddenly finds himself without his long-standing blue-collar job, Larry Crowne enrolls at his local college to start over. There, he becomes part of an eclectic community of students and develops a crush on his teacher.",2011-06-30,2011,6,30,5.95,1208,16.342,"['Universal Pictures', 'Vendôme Pictures', 'Playtone', 'Summit Entertainment', 'StudioCanal']",98,30,75,45,1.5,"['Comedy', 'Romance', 'Drama']",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
The Eagle,"In 140 AD, twenty years after the unexplained disappearance of the entire Ninth Legion in the mountains of Scotland, young centurion Marcus Aquila arrives from Rome to solve the mystery and restore the reputation of his father, the commander of the Ninth. Accompanied only by his British slave Esca, Marcus sets out across Hadrian's Wall into the uncharted highlands of Caledonia - to confront its savage tribes, make peace with his father's memory, and retrieve the lost legion's golden emblem, the Eagle of the Ninth.",2011-02-08,2011,2,8,6.223,1183,18.602,"['Prime Focus', 'Toledo Productions', 'Focus Features', 'Twins Financing', 'Film4 Productions']",114,25,27,2,0.1,"['Adventure', 'Drama']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Big Mommas: Like Father, Like Son","FBI agent Malcolm Turner and his 17-year-old son, Trent, go undercover at an all-girls performing arts school after Trent witnesses a murder. Posing as Big Momma and Charmaine, they must find the murderer before he finds them.",2011-02-16,2011,2,16,5.529,1138,41.002,"['Regency Enterprises', 'New Regency Pictures', 'Friendly Films (II)', 'Runteldat Entertainment', 'The Collective Studios', 'Friendly Films Productions', '20th Century Fox']",107,32,83,51,1.6,"['Crime', 'Comedy', 'Action']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Young Adult,"A divorced writer from the Midwest returns to her hometown to reconnect with an old flame, who's now married with a family.",2011-11-11,2011,11,11,5.797,1136,13.038,"['Indian Paintbrush', 'Paramount', 'Denver and Delilah Productions', 'Right of Way Films']",94,12,22,10,0.9,"['Comedy', 'Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Rum Diary,"Tired of the noise and madness of New York and the crushing conventions of late Eisenhower-era America, itinerant journalist Paul Kemp travels to the pristine island of Puerto Rico to write for a local San Juan newspaper run by the downtrodden editor Lotterman. Adopting the rum-soaked lifestyle of the late ‘50s version of Hemingway’s 'The Lost Generation', Paul soon becomes entangled with a very attractive American woman and her fiancée, a businessman involved in shady property development deals.  It is within this world that Kemp ultimately discovers his true voice as a writer and integrity as a man.",2011-10-13,2011,10,13,5.862,1122,17.348,"['FilmEngine', 'GK Films', 'Infinitum Nihil', 'FilmDistrict', 'Mandate International']",120,45,24,-21,-0.5,"['Comedy', 'Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Hop,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",2011-03-30,2011,3,30,5.727,1121,19.458,"['Illumination', 'Universal Pictures']",95,63,183,120,1.9,"['Animation', 'Comedy', 'Family']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Soul Surfer,"The true story of teen surfer Bethany Hamilton, who lost her arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.",2011-04-08,2011,4,8,7.046,1119,23.456,"['Enticing Entertainment', 'Island Film Group', 'Brookwell-McNamara Entertainment', ""Life's a Beach Entertainment"", 'Mandalay Vision', 'TriStar Pictures', 'FilmDistrict']",112,18,47,29,1.6,"['Family', 'Drama']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
